# Constructed from biom file
#OTU ID	021715U_0	021715U_7	022214U_2	022214U_3	022214U_4	033114U_10	033114U_11	033114U_12	042014U_4	042014U_5	042014U_6	050213U_1	050213U_10	050213U_12	052014U_14	052014U_15	052014U_4	061914U_1	061914U_8	061914U_9	071513U_1	071513U_7	071513U_8	071514U_10	071514U_11	071514U_12	081714U_1	081714U_5	081714U_6	090413U_17	090413U_18	090413U_19	091714U_10	091714U_13	091714U_9	101914U_1	101914U_2	101914U_8	102313U_11	102313U_12	102313U_3	111914U_20	111914U_8	111914U_9	taxonomy
0e63563f78c2afb605ffbd831aacbbe1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Acetobacterales; f__Acetobacteraceae; g__Rubritepida; s__uncultured bacterium
8c36bc7c8abdbaeec0e8c9f8dee81a20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Betaproteobacteriales; f__Burkholderiaceae; g__Hydrogenophaga
c54416b54711694a1bbe5e414a703ead	0.0	0.0	0.0	0.0	0.0	102.6316	5.4879	0.0	12.5059	37.6242	40.5928	0.0	0.0	7.5853	0.0	0.0	43.81	0.0	5.395	0.0	0.0	29.7968	0.0	0.0	8.8235	0.0	5.2247	0.0	27.5275	44.7088	1.8026	0.0	0.0	10.8374	0.0	0.0	10.0365	54.0883	0.0	0.0	53.1105	3.3424	90.4472	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Betaproteobacteriales; f__Burkholderiaceae; g__Achromobacter
cebef9238f6b9503421c474d583469ae	23.0769	0.0	265.6566	0.0	5.7941	0.0	0.0	281.3187	0.0	0.0	0.0	0.0	51.6577	0.0	26.8456	0.0	0.0	0.0	0.0	0.0	59.3252	0.0	0.0	0.0	0.0	0.0	0.0	12.1644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	113.6035	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus
d81b35ad81543eb93e2709be71730b49	0.0	0.0	16.7677	0.0	18.0641	0.0	0.0	34.4322	9.6744	0.0	0.0	0.0	67.4634	99.2415	16.7785	0.0	15.6288	26.8116	0.0	0.0	61.5499	0.0	27.3492	0.0	0.0	150.8466	207.2449	8.3893	18.018	0.0	0.0	0.0	0.0	141.6256	0.0	0.0	0.0	0.0	62.845	0.0	24.5451	10.4399	0.0	0.0	k__Bacteria; p__Cyanobacteria; c__Oxyphotobacteria; o__Chloroplast
9d607552a3db550bc831be4cc9a84218	0.0	22.6804	15.7576	0.0	2.045	0.0	0.0	0.0	35.1581	47.3261	7.732	0.0	2.313	0.0	0.0	10.6486	0.0	5.0725	0.0	0.0	11.865	0.0	7.0126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.1872	0.0	0.0	0.0	0.0	0.0	11.7845	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__Methylobacterium
e2bfba3abe4982817421f31ab0283488	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Cnuella
9e69715826a51396699796625e51d9ac	0.0	0.0	13.9394	0.0	0.0	45.614	27.7825	0.0	0.0	0.0	0.0	0.0	3.8551	0.0	0.0	71.636	4.061	0.0	3.1771	15.3257	4.4494	76.6616	0.0	83.6502	0.0	9.2355	0.0	0.0	0.0	0.0	51.8251	16.0321	0.0	16.9951	0.0	0.0	0.0	37.0839	0.0	0.0	30.4697	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas
9a5f83a68b1cf72b04488b948e127f24	0.0	0.0	0.0	0.0	0.0	64.0351	0.0	0.0	0.0	0.0	19.3299	6.3252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter
662ba53b5e010ce6629ce45fb01f9af8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	165.8826	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Salinicoccus; s__Salinicoccus roseus
3b4c88402730317d4324eb2d2e48556e	0.0	0.0	5.0505	210.4778	0.0	0.0	45.9612	0.0	0.0	0.0	14.8196	0.0	0.0	0.0	0.0	9.6805	26.0891	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.7845	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter
3a5ab302f6b01307cbb21f7365a3b542	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Alteromonadaceae; g__Alishewanella
342c8f5a61b7b597a26dbde1d87808e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Alteromonadaceae; g__Alishewanella
33beb96041977c538cb1c6853aa831ab	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.925	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides
1ab2e312802b7ff2b12115bdd8acac92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Porphyrobacter
0bae70da5d30e795675d669321927161	0.0	0.0	0.0	70.1593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Betaproteobacteriales; f__Burkholderiaceae; g__Massilia
0fe6db4e2757fef3335b1c59fb24d55c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Phenylobacterium; s__uncultured Caulobacteraceae bacterium
dd629c8e30e6f909801ef0c519c695a9	0.0	0.0	1.6162	0.0	0.0	0.0	0.0	0.0	14.1576	0.0	0.0	3.2646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0899	15.1007	12.5125	0.0	0.0	0.0	105.0576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Paracoccus
6d40500261bf2ada12045695a2da2ea0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.6635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.9215	0.0	0.0	0.0	11.1459	0.0	0.0	0.0	0.0	0.0	0.0	7.3892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Betaproteobacteriales; f__Burkholderiaceae; g__Aquabacterium
5956a9b12ea2069f0000df249f187c3e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cellvibrionales; f__Cellvibrionaceae; g__Cellvibrio
978ea3667bd029527fbeaa67f34e4e32	0.0	0.0	26.2626	0.0	0.0	0.0	0.0	0.0	104.0585	0.0	28.0284	18.3636	41.6345	0.0	0.0	0.0	16.7979	68.8406	23.7981	0.0	32.6288	0.0	51.1921	0.0	0.0	35.9159	0.0	0.0	0.0	0.0	19.3781	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Bradyrhizobium
bed9b9c7dccd41acd4b4ed6a51929253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0786	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales
c10c9b56298467c76134e16dfdf53a15	0.0	0.0	0.0	0.0	1.3633	0.0	0.0	4.3956	0.0	0.0	0.0	0.0	2.6985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.6178	0.0	7.1309	17.5175	0.0	0.0	0.0	0.0	8.3744	0.0	0.0	0.0	0.0	18.259	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas
7d31a321ed550ba2b5e0c3fc2e2f9104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.5115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae
5a6114b808c6bc2bf6f10a98bbbd4cbb	0.0	0.0	0.0	0.0	0.0	0.0	131.3668	0.0	6.6069	0.0	0.0	12.4464	0.0	11.378	0.0	46.4666	0.0	4.3478	4.316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.8613	0.0	2.1231	5.0505	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Brevundimonas
594a59cf89f20a28b5e8569674603fbe	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Enterobacter
d56d72f666a054649a64d2c68d4bb608	0.0	0.0	2.4242	0.0	8.8616	135.0877	0.0	0.0	0.0	0.0	48.9691	0.0	5.3971	0.0	0.0	0.0	9.045	0.0	6.0544	11.4943	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.3333	123.6842	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus
510709b50766697544d0644bc1c4d31b	0.0	15.4639	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.6667	188.5965	0.0	161.3603	0.0	0.0	0.0	8.3354	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Psychrobacter; s__Psychrobacter alimentarius
84fd4a91d7fe8a15a256e86d0adbaadd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__Gemmatirosa; s__uncultured bacterium
c03c08e967f276489a6ce9fd42f4e44a	0.0	147.4227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	243.346	0.0	0.0	0.0	0.0	74.5746	0.0	18.0261	0.0	41.3982	0.0	0.0	0.0	0.0	0.0	5.5202	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Aeromicrobium
45e4cac4024243d7ba5d0cd92f3740fe	74.359	0.0	28.0808	0.0	29.9932	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.2143	0.0	42.953	0.0	0.0	71.0145	0.0	0.0	24.4716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	87.5912	0.0	0.0	10.101	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter
8f1085ea513ff517cbabc036a949a524	0.0	0.0	4.2424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae
e03496f2ab0b3581f3ca24ddbd1d1540	0.0	0.0	26.6667	0.0	0.0	0.0	0.0	28.5714	0.0	0.0	0.0	0.0	12.7217	0.0	17.4497	0.0	0.0	0.0	0.0	0.0	6.3033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.7226	0.0	0.0	0.0	47.3974	0.0	0.0	12.4932	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus
56d221a4a9e03970cf0054600ebee61c	0.0	0.0	0.0	0.0	0.0	58.7719	39.9588	24.1758	0.0	0.0	32.5387	0.0	0.0	0.0	0.0	0.0	0.0	8.6957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	119.8189	109.4799	0.0	15.1764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	92.9812	0.0	0.0	14.3885	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus
e9bb887d2d512de3f1c6cbf917b202e6	0.0	0.0	0.0	0.0	0.0	12.2807	0.0	0.0	0.0	0.0	18.3634	13.2626	0.0	12.6422	0.0	0.0	0.0	4.3478	0.0	0.0	0.0	0.0	0.0	134.981	0.0	0.0	0.0	0.0	0.0	29.5324	0.0	25.0501	0.0	0.0	0.0	0.0	0.0	0.0	20.8068	0.0	5.5015	25.2538	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Aerococcaceae; g__Aerococcus
fd91513114764bb882c1151bf60cefb7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.5205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Alteromonadaceae; g__Alishewanella
2ac104b69a19143d968f0cfdc56afcba	71.7949	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.1128	0.0	12.8866	0.0	97.1473	0.0	0.0	0.0	0.0	56.5217	0.0	0.0	108.6392	0.0	39.9719	0.0	0.0	44.6383	21.9436	0.0	0.0	0.0	0.0	43.0862	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	4.6629	0.0	10.3205	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Mitochondria
5501e198ea994a5e8a68716bb0373e19	0.0	0.0	12.7273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.5293	0.0	0.0	0.0	0.0	0.0	18.1159	5.9345	0.0	0.0	0.0	0.0	0.0	70.5882	26.6803	0.0	0.0	0.0	0.0	0.0	30.0601	0.0	0.0	0.0	0.0	51.0949	0.0	0.0	23.569	30.4697	6.3134	0.0	214.0141	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter
f369f913ed569b65d8c13a6a45b0654a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Armatimonadetes; c__uncultured; o__uncultured bacterium; f__uncultured bacterium; g__uncultured bacterium; s__uncultured bacterium
a14eeddb572c491511a687041013fb18	0.0	24.7423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0722	0.0	0.0	0.0	0.0	42.5425	0.0	15.3222	0.0	26.1668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.5046	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae
