# Constructed from biom file
#OTU ID	090413M	101914U	021715M	021715U	042014U	Gravel	022214M	091714U	FlyAsh	Glass	091714M	050213M	071513M	042014M	050213U	081714M	052014M	061914M	Sand	081714U	061914U	090413U	033114M	071513U	033114U	111914U	071514M	102313M	101914M	022214U	102313U	Powder	052014U	111914M	071514U	taxonomy
0e63563f78c2afb605ffbd831aacbbe1	14.2296	14.2296	14.2296	9.4864	14.2296	14.2296	14.2296	14.2296	14.2296	4.7432	14.2296	14.2296	14.2296	14.2296	14.2296	14.2296	14.2296	14.2296	15.276899999999998	14.2296	14.2296	14.2296	14.2296	14.2296	14.2296	14.2296	14.2296	14.2296	14.2296	14.2296	14.2296	14.2296	14.2296	14.2296	14.2296	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Acetobacterales; f__Acetobacteraceae; g__Rubritepida; s__uncultured bacterium
8c36bc7c8abdbaeec0e8c9f8dee81a20	14.413499999999999	14.413499999999999	14.413499999999999	9.609	14.413499999999999	14.413499999999999	14.413499999999999	14.413499999999999	15.073599999999999	4.8045	14.413499999999999	14.413499999999999	14.413499999999999	14.413499999999999	14.413499999999999	14.413499999999999	14.413499999999999	14.413499999999999	15.979199999999999	14.413499999999999	14.413499999999999	14.413499999999999	14.413499999999999	14.413499999999999	14.413499999999999	14.413499999999999	14.413499999999999	14.413499999999999	14.413499999999999	14.413499999999999	14.413499999999999	14.413499999999999	14.413499999999999	14.413499999999999	14.413499999999999	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Betaproteobacteriales; f__Burkholderiaceae; g__Hydrogenophaga
c54416b54711694a1bbe5e414a703ead	16.7738	16.997799999999998	17.3581	11.178	17.0383	16.767000000000003	16.9077	16.8039	16.767000000000003	5.7578	16.872	16.8621	16.8047	16.767000000000003	16.7772	16.767000000000003	16.8319	16.8911	16.767000000000003	16.825699999999998	16.840600000000002	16.858800000000002	17.0942	17.057900000000004	16.8885	16.9065	16.784	16.7857	17.0689	16.767000000000003	16.9568	16.821800000000003	17.2178	16.767000000000003	16.7696	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Betaproteobacteriales; f__Burkholderiaceae; g__Achromobacter
cebef9238f6b9503421c474d583469ae	15.8906	16.3003	15.814800000000002	10.552900000000001	15.814800000000002	15.814800000000002	15.814800000000002	15.814800000000002	15.865400000000001	5.2716	15.814800000000002	15.814800000000002	15.814800000000002	16.1231	15.9468	15.814800000000002	15.814800000000002	15.814800000000002	17.3579	15.845500000000001	15.814800000000002	15.814800000000002	15.845500000000001	15.969999999999999	16.145	15.814800000000002	15.814800000000002	15.814800000000002	15.814800000000002	16.6452	15.814800000000002	15.814800000000002	15.8567	15.814800000000002	15.814800000000002	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus
d81b35ad81543eb93e2709be71730b49	16.7384	16.5315	16.5315	11.021	16.568	16.5593	16.5315	16.929000000000002	16.5503	5.5105	16.5315	16.5912	16.9376	16.5315	16.8067	16.5766	16.5315	17.0437	16.5315	16.9899	16.564500000000002	16.5315	16.5566	16.7039	16.5732	16.7322	16.5927	16.79	16.5315	16.6503	16.7542	16.5315	16.7554	16.5315	16.7603	k__Bacteria; p__Cyanobacteria; c__Oxyphotobacteria; o__Chloroplast
9d607552a3db550bc831be4cc9a84218	14.0808	14.0808	14.0808	9.403500000000001	14.3216	14.0808	14.1127	14.093499999999999	14.1334	4.6936	14.0898	14.0808	14.089	14.0808	14.0853	14.0808	14.1235	14.109200000000001	14.1091	14.0808	14.0861	14.0808	14.2948	14.1118	14.0808	14.0808	14.0808	14.0966	14.0808	14.14	14.0913	14.0808	14.089	14.0808	14.0808	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__Methylobacterium
e2bfba3abe4982817421f31ab0283488	13.432200000000002	13.432200000000002	13.432200000000002	8.9548	13.432200000000002	13.432200000000002	13.432200000000002	13.432200000000002	13.432200000000002	4.4774	13.432200000000002	13.432200000000002	13.432200000000002	13.432200000000002	13.432200000000002	13.432200000000002	13.432200000000002	13.432200000000002	14.457	13.432200000000002	13.432200000000002	13.432200000000002	13.432200000000002	13.432200000000002	13.432200000000002	13.432200000000002	13.432200000000002	13.432200000000002	13.432200000000002	13.432200000000002	13.432200000000002	13.432200000000002	13.432200000000002	13.432200000000002	13.432200000000002	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Cnuella
9e69715826a51396699796625e51d9ac	15.2595	15.481200000000001	15.2595	10.173	15.2595	15.2595	15.2595	15.3416	15.3368	5.0865	15.4952	15.3985	15.3497	16.107599999999998	15.272000000000002	15.2595	15.3506	15.4297	15.2595	15.2595	15.338299999999998	15.4116	15.433800000000002	16.0561	15.502500000000001	15.2595	15.267	15.2879	15.3892	15.3416	15.421700000000001	15.2595	15.425999999999998	15.2595	15.384999999999998	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas
9a5f83a68b1cf72b04488b948e127f24	13.3197	13.3197	13.3197	8.8798	13.3746	13.3197	13.6236	13.3197	13.3197	4.4399	13.3197	13.383799999999999	13.3197	13.7109	13.349099999999998	13.3197	13.3197	13.3197	13.3197	13.3197	13.3197	13.3197	13.3197	13.3197	13.385499999999999	13.3197	13.3197	13.409999999999998	13.3197	13.3197	13.3197	13.4031	13.3197	13.3197	13.3197	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter
662ba53b5e010ce6629ce45fb01f9af8	11.6223	11.6223	11.6223	7.7482	11.6223	11.6223	11.6223	11.6223	11.6223	3.8741	11.6223	11.6223	11.6223	11.6223	11.6223	11.6223	11.6223	11.6223	11.6223	11.6223	11.6223	11.6223	11.6223	11.6223	11.6223	11.8622	11.6223	11.6223	11.6223	11.6223	11.6223	11.6223	11.6223	11.6223	11.6223	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Salinicoccus; s__Salinicoccus roseus
3b4c88402730317d4324eb2d2e48556e	13.376100000000001	13.376100000000001	13.376100000000001	8.9174	13.4441	13.376100000000001	13.7514	13.376100000000001	13.406500000000001	4.4587	13.376100000000001	13.475200000000001	13.3976	13.376100000000001	13.376100000000001	13.376100000000001	13.5257	13.376100000000001	13.375799999999998	13.376100000000001	13.376100000000001	13.4524	13.754	13.376100000000001	13.690000000000001	13.376100000000001	13.376100000000001	13.409600000000001	13.725000000000001	14.0905	13.3976	13.4021	13.8265	13.376100000000001	13.376100000000001	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter
3a5ab302f6b01307cbb21f7365a3b542	11.9841	11.9841	11.9841	7.9894	11.9841	11.9841	11.9841	11.9841	11.9841	3.9947	11.9841	11.9841	11.9841	11.9841	11.9841	11.9841	11.9841	11.9841	13.0229	11.9841	11.9841	11.9841	11.9841	11.9841	11.9841	11.9841	11.9841	11.9841	11.9841	11.9841	11.9841	11.9841	11.9841	11.9841	11.9841	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Alteromonadaceae; g__Alishewanella
342c8f5a61b7b597a26dbde1d87808e0	11.9517	11.9517	11.9517	7.9678	11.9517	11.9517	11.9517	11.9517	11.9747	3.9839	11.9517	11.9517	11.9517	11.9517	11.9517	11.9517	11.9517	11.9517	13.0015	11.9517	11.9517	11.9517	11.9517	11.9517	11.9517	11.9517	11.9517	11.9517	11.9517	11.9517	11.9517	11.9517	11.9517	11.9517	11.9517	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Alteromonadaceae; g__Alishewanella
33beb96041977c538cb1c6853aa831ab	12.4146	12.4146	12.484200000000001	8.2764	12.4146	12.4799	12.4146	12.4421	12.882100000000001	4.1382	12.4146	12.4146	12.4146	12.4146	12.4146	12.4146	12.4146	12.4342	14.0249	12.4146	12.4146	12.4146	12.4146	12.4146	12.4146	12.4666	12.4342	12.4146	12.4146	12.4146	12.4146	12.4146	12.4146	12.4146	12.4146	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides
1ab2e312802b7ff2b12115bdd8acac92	11.922600000000001	11.922600000000001	11.922600000000001	7.9484	11.922600000000001	11.922600000000001	11.922600000000001	11.922600000000001	11.9629	3.9742	11.922600000000001	11.922600000000001	11.922600000000001	11.922600000000001	11.922600000000001	11.922600000000001	11.922600000000001	11.922600000000001	12.984099999999998	11.922600000000001	11.922600000000001	11.922600000000001	11.922600000000001	11.922600000000001	11.922600000000001	11.922600000000001	11.922600000000001	11.922600000000001	11.922600000000001	11.922600000000001	11.922600000000001	11.922600000000001	11.922600000000001	11.922600000000001	11.922600000000001	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Porphyrobacter
0bae70da5d30e795675d669321927161	11.8854	11.8854	11.8854	7.9236	11.8854	11.8854	11.8854	11.8854	11.8854	3.9618	11.8854	11.914200000000001	11.8854	11.8854	11.8854	11.8854	11.8854	11.8854	11.9148	11.8854	11.8854	11.8854	12.112100000000002	11.8854	11.8854	11.8854	11.8854	11.8854	11.8854	12.206	11.8854	11.8854	11.8854	11.8854	11.9283	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Betaproteobacteriales; f__Burkholderiaceae; g__Massilia
0fe6db4e2757fef3335b1c59fb24d55c	11.8026	11.8026	11.8026	7.8684	11.8026	11.8026	11.8026	11.8026	11.8341	3.9342	11.8026	11.8026	11.8026	11.8026	11.8026	11.8026	11.8026	11.8026	12.859000000000002	11.8026	11.8026	11.8026	11.8026	11.8026	11.8026	11.8026	11.8026	11.8026	11.8026	11.8026	11.8026	11.8026	11.8026	11.8026	11.8026	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Phenylobacterium; s__uncultured Caulobacteraceae bacterium
dd629c8e30e6f909801ef0c519c695a9	13.554299999999998	13.554299999999998	13.5718	9.0362	13.663599999999999	13.554299999999998	13.649899999999999	14.2211	14.748899999999999	4.5181	13.6619	13.5963	13.554299999999998	13.6603	13.5851	13.554299999999998	13.554299999999998	14.182299999999998	13.9071	13.6811	13.554299999999998	13.554299999999998	13.554299999999998	13.554299999999998	13.554299999999998	13.554299999999998	14.218599999999999	13.554299999999998	13.554299999999998	13.5699	13.554299999999998	13.554299999999998	13.554299999999998	13.661999999999999	13.554299999999998	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Paracoccus
6d40500261bf2ada12045695a2da2ea0	11.5523	11.5356	11.5356	7.6904	11.666	11.5356	11.5356	11.5759	11.5356	3.8452	11.5356	11.614	11.5523	11.5356	11.5356	11.5356	11.5356	11.5356	11.5356	11.5784	11.5356	11.5356	11.5356	11.559000000000001	11.5356	11.5356	11.773700000000002	11.5496	11.5356	11.5356	11.5356	11.5356	11.5356	11.5356	11.5356	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Betaproteobacteriales; f__Burkholderiaceae; g__Aquabacterium
5956a9b12ea2069f0000df249f187c3e	11.5605	11.5605	11.5605	7.707	11.5605	11.5605	11.5605	11.5605	11.7814	3.8535	11.5605	11.5605	11.5605	11.5605	11.5605	11.5605	11.5605	11.5605	12.720500000000001	11.5605	11.5605	11.5605	11.5605	11.5605	11.5605	11.5605	11.5605	11.5605	11.5605	11.5605	11.5605	11.5605	11.5605	11.5605	11.5605	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cellvibrionales; f__Cellvibrionaceae; g__Cellvibrio
978ea3667bd029527fbeaa67f34e4e32	13.481300000000001	13.363800000000001	13.3991	8.9092	14.141900000000001	13.4574	13.831499999999998	13.363800000000001	13.4988	4.4546	13.363800000000001	13.363800000000001	13.515	13.363800000000001	13.733699999999999	13.363800000000001	13.363800000000001	13.4795	13.363800000000001	13.363800000000001	14.1112	13.4499	13.363800000000001	13.6712	13.363800000000001	13.363800000000001	13.363800000000001	13.490300000000001	13.4366	13.598600000000001	13.363800000000001	13.363800000000001	13.794599999999999	13.363800000000001	13.4992	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Bradyrhizobium
bed9b9c7dccd41acd4b4ed6a51929253	11.0805	11.0694	11.0694	7.3796	11.0694	11.0694	11.0694	11.0694	11.6719	3.6898	11.0694	11.0694	11.0694	11.0694	11.0694	11.0694	11.0694	11.0694	12.5588	11.0694	11.0694	11.0694	11.0694	11.0935	11.0694	11.0694	11.0694	11.0694	11.0694	11.0694	11.0694	11.0694	11.0694	11.0694	11.0694	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales
c10c9b56298467c76134e16dfdf53a15	11.5023	11.5023	11.5023	7.6682	11.5023	11.5023	11.5023	11.571	11.517199999999999	3.8341	11.5023	11.5023	11.5023	11.5023	11.517199999999999	11.5023	11.5023	11.531799999999999	12.081	11.6085	11.5023	11.5023	11.960899999999999	11.5023	11.5151	11.5023	11.6054	11.585899999999999	12.3458	11.5109	11.5877	11.5023	11.5023	11.5023	11.5214	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas
7d31a321ed550ba2b5e0c3fc2e2f9104	10.6092	10.6092	10.6092	7.0728	10.6092	10.6092	10.6092	10.6092	10.6092	3.5364	10.6092	10.6092	10.6092	10.6092	10.6092	10.6092	10.6092	10.6092	11.661000000000001	10.653500000000001	10.6092	10.6092	10.6092	10.6092	10.6092	10.6092	10.6092	10.6092	10.6092	10.6092	10.6092	10.6092	10.6092	10.6092	10.6092	k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae
5a6114b808c6bc2bf6f10a98bbbd4cbb	12.3353	12.338000000000001	12.302700000000002	8.2018	12.3766	12.302700000000002	12.5143	12.302700000000002	12.302700000000002	4.1009	12.5058	12.43	12.340599999999998	12.3741	12.5037	12.302700000000002	12.514299999999999	12.9524	12.302700000000002	12.329899999999999	12.496199999999998	12.302700000000002	13.171800000000001	12.302700000000002	13.341899999999999	12.302700000000002	12.528500000000001	12.3891	12.302700000000002	12.302700000000002	12.332899999999999	12.302700000000002	12.4253	12.302700000000002	12.302700000000002	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Brevundimonas
594a59cf89f20a28b5e8569674603fbe	9.2418	9.2418	9.2418	6.1612	9.2418	9.2418	9.2418	9.2418	9.2418	3.0806	9.2418	9.2418	9.2418	9.2418	9.2418	9.2418	9.2418	9.2418	9.2418	9.2418	9.2418	9.2418	9.2418	9.2418	9.2418	9.2418	9.2805	9.2418	9.5066	9.2418	9.2418	9.2418	9.2418	9.2418	9.2418	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Enterobacter
d56d72f666a054649a64d2c68d4bb608	13.0245	13.301400000000001	13.0245	8.683	13.3194	13.0245	13.480800000000002	13.1074	13.0245	4.3415	13.0245	13.1053	13.1365	13.0968	13.056999999999999	13.0245	13.1974	13.366999999999999	13.0245	13.0245	13.2533	13.0245	13.565100000000001	13.0245	13.3226	13.0245	13.4647	13.0245	13.5504	13.1116	13.0245	13.0837	13.3112	13.1646	13.0245	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus
510709b50766697544d0644bc1c4d31b	11.5056	12.805299999999999	11.5056	7.7126	11.5056	11.5056	11.5056	11.5451	11.5055	3.8352	11.5056	11.5056	11.5056	11.5056	11.5056	11.5396	11.5056	11.5056	11.5056	11.5056	11.6758	11.5056	11.5056	11.5056	11.5056	11.921800000000001	12.0914	11.5056	12.318000000000001	11.5056	11.5056	11.5285	11.5056	11.8435	11.5056	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Psychrobacter; s__Psychrobacter alimentarius
84fd4a91d7fe8a15a256e86d0adbaadd	10.190100000000001	10.190100000000001	10.190100000000001	6.7934	10.190100000000001	10.190100000000001	10.190100000000001	10.190100000000001	10.190100000000001	3.3967	10.190100000000001	10.190100000000001	10.190100000000001	10.190100000000001	10.190100000000001	10.190100000000001	10.190100000000001	10.190100000000001	11.2229	10.190100000000001	10.190100000000001	10.190100000000001	10.190100000000001	10.190100000000001	10.190100000000001	10.190100000000001	10.190100000000001	10.190100000000001	10.190100000000001	10.190100000000001	10.190100000000001	10.190100000000001	10.190100000000001	10.190100000000001	10.190100000000001	k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__Gemmatirosa; s__uncultured bacterium
c03c08e967f276489a6ce9fd42f4e44a	11.781600000000001	11.781600000000001	11.781600000000001	8.2118	11.781600000000001	12.303799999999999	11.781600000000001	12.2668	11.781600000000001	3.9272	12.908999999999999	11.9128	11.851500000000001	11.8884	11.781600000000001	11.781600000000001	11.831	11.8128	11.781600000000001	12.151	11.781600000000001	11.8993	11.781600000000001	11.781600000000001	11.781600000000001	11.781600000000001	12.0083	11.9234	11.9418	11.781600000000001	11.8219	11.781600000000001	11.781600000000001	11.781600000000001	12.339299999999998	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Aeromicrobium
45e4cac4024243d7ba5d0cd92f3740fe	11.1702	11.2386	11.0238	7.4239	11.0238	11.0238	11.0238	11.0238	11.5352	3.6746	11.1236	11.0238	11.0238	11.0238	11.1846	11.0238	11.0839	11.0238	11.0238	11.0238	11.2421	11.0238	11.0238	11.1805	11.0238	11.0238	11.0238	11.0238	11.5669	11.5107	11.056	11.0238	11.1764	11.1009	11.0238	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter
8f1085ea513ff517cbabc036a949a524	9.922	9.9048	9.9048	6.6032	9.9048	9.9048	9.9048	9.9048	9.9047	3.3016	9.9048	9.9048	9.9048	9.9048	9.9048	9.9048	9.9048	9.9048	10.972	9.9048	9.9048	9.9048	9.9048	9.9048	9.9048	9.9048	9.9047	9.9048	9.9048	9.9542	9.9048	9.9048	9.9048	9.9048	9.9048	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae
e03496f2ab0b3581f3ca24ddbd1d1540	11.373999999999999	11.418999999999999	11.4253	7.5554	11.3331	11.424199999999999	11.3331	11.3331	11.5702	3.7777	11.3331	11.4032	11.3331	12.5012	11.4405	11.3331	11.3331	11.3331	11.3331	11.3331	11.3331	11.3331	12.3563	11.3904	11.458499999999999	11.4096	11.3331	11.5033	11.3331	11.6931	11.8717	11.422099999999999	11.418999999999999	11.3331	11.3331	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus
56d221a4a9e03970cf0054600ebee61c	11.832799999999999	12.6905	11.795100000000001	7.8634	12.0658	11.795100000000001	11.795100000000001	11.795100000000001	11.795100000000001	3.9317	11.795100000000001	12.076899999999998	11.795100000000001	11.795100000000001	11.795100000000001	11.847999999999999	11.8917	11.795100000000001	11.795100000000001	13.0551	11.832799999999999	11.9057	11.795100000000001	11.795100000000001	12.6089	11.795100000000001	11.795100000000001	11.9276	11.897400000000001	11.795100000000001	11.987300000000001	12.068000000000001	11.795100000000001	11.795100000000001	11.795100000000001	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus
e9bb887d2d512de3f1c6cbf917b202e6	11.8059	11.8059	11.8059	7.8706	11.971699999999998	11.8059	12.550099999999999	11.8059	11.8059	3.9353	11.825199999999999	11.9147	12.3292	11.8347	12.054599999999999	11.825199999999999	12.057	11.8059	11.8059	11.8059	11.825199999999999	12.0871	11.9063	11.8059	11.8502	12.8112	12.0508	11.8059	12.0295	11.8059	12.0305	11.8059	11.8059	11.8059	12.1673	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Aerococcaceae; g__Aerococcus
fd91513114764bb882c1151bf60cefb7	9.6297	9.6297	9.6297	6.4198	9.6297	9.6297	9.6297	9.6297	9.6297	3.2099	9.6297	9.6297	9.6297	9.6297	9.6297	9.6297	9.6297	9.6297	10.7154	9.7284	9.6297	9.6297	9.6297	9.6297	9.6297	9.6297	9.6297	9.6297	9.6297	9.6297	9.6297	9.6297	9.6297	9.6297	9.6297	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Alteromonadaceae; g__Alishewanella
2ac104b69a19143d968f0cfdc56afcba	12.7377	12.222	12.2568	8.226700000000001	12.540099999999999	12.3025	12.222	12.2482	12.5083	4.074	12.572199999999999	12.2707	12.3294	12.222	12.7435	12.437000000000001	12.3033	12.3546	12.222	12.388599999999999	12.423399999999999	12.3396	12.2652	12.9556	12.222	12.5531	12.222	12.2652	12.222	12.222	12.222	12.222	12.222	12.222	12.4435	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Mitochondria
