seqid	freq	prev	p.freq	p.prev	p	contaminant	taxonomy
b8367f67cced7ae96cfe7c0f2c9f371b	0.004713914320776282	49	0.6136485534483032	0.27393577296489924	NA	TRUE	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Betaproteobacteriales; f__Burkholderiaceae; g__Aquabacterium
1cd8e7a20280e15b3a1463bbff23cad3	0.004525879575656282	83	0.9554504063240341	0.6898218286567801	NA	TRUE	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Rhodanobacteraceae; g__Rhodanobacter
7faabd3af6c034f75fc718b3dd4e444a	0.004324716612822575	79	0.8485063180648746	0.21092233009708738	NA	TRUE	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__Actinomyces marimammalium
4844cf2b4a1f54d910af6255ab55f086	0.004133711607758412	37	0.4459474765189692	0.5078470073615705	NA	TRUE	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas
b2922a07263b8f9911261de3fe132fd1	0.003943964897856373	71	0.7300171615043982	0.5302464525765498	NA	TRUE	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Corynebacteriales; f__Nocardiaceae; g__Rhodococcus
391c0ec4a96c8cc11297d12d1ef007ff	0.0035268518426727568	81	0.9863666000678291	0.2275685479568974	NA	TRUE	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus
5c682061379a5aa53bf93e19bfad00c7	0.0033500798990628434	74	0.9992807056708515	0.1729008855222448	NA	TRUE	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus
99fedd696c52346236903c5afd6e0cbd	0.0032665359261465398	82	0.8994687035343787	0.2362103915501973	NA	TRUE	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Salinivibrio
2d41b5a6f91813e9eeba949278786d6e	0.0029707514937468526	68	0.7824033127404313	0.8377573882428252	NA	TRUE	k__Bacteria; p__Cyanobacteria; c__Oxyphotobacteria; o__Chloroplast
5150389d57f93991ab154c3cb672907e	0.002838277432826277	78	0.516039935787524	0.2029126213592235	NA	TRUE	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Pleomorphomonadaceae; g__uncultured; s__uncultured Rhizobiales bacterium
abd2057fc57f936212ec48212091aaf6	0.003142446972294306	70	0.6651442568248156	0.14600448095593732	NA	TRUE	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus
55e7a7296076f5037dd619000fc50345	0.0024576236024592183	73	0.9961884706976645	0.16589139016323495	NA	TRUE	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Betaproteobacteriales; f__Burkholderiaceae; g__Burkholderia-Caballeronia-Paraburkholderia
606b973c4566b2ec9145f56cd3aeb550	0.003881370707514251	6	0.6144068770082746	0.5816467513069454	NA	TRUE	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Family XII; g__Exiguobacterium
4ab6d004ec29574c7d725b4a88c57790	0.002354940191643619	35	0.566364681300048	0.017457057505601163	NA	TRUE	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Mesorhizobium
c0ef5010b16080e80ddb45a0b5e6ea80	0.0023657388663949914	65	0.9990639445679701	0.4549237170596394	NA	TRUE	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus
7bd3fb539d87e9d4728b83dcf64c1d2c	0.0022678459747733993	64	0.41993300284800394	0.8031580070415022	NA	TRUE	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Sediminibacterium
c7ed6dd0bb6d4c733aa61d800de9ceba	0.0021840073806146856	23	0.7086211836725491	0.7637896084498028	NA	TRUE	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Escherichia-Shigella
ec042d3e5d893be84b8c44bc835e0127	0.002594317839400023	39	0.5190773826112007	0.5327669902912623	NA	TRUE	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Terribacillus
94fd94b7ca4b92caf0e55dbeedb87579	0.0029413225529332358	55	0.48627184241735477	0.3379921049823962	NA	TRUE	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter
f5e69dbf05830b81f19f6441cf192b7d	0.0022817768896559406	72	0.9933710277548796	0.5431238664248373	NA	TRUE	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae
a2e78ed78691267a8a67ad9db3c48441	0.0024182618244667597	19	0.5100774554163909	0.2688440200576123	NA	TRUE	k__Bacteria; p__Cyanobacteria; c__Oxyphotobacteria; o__Chloroplast
7a6ddd728a5fbe512a85e1b47e54c758	0.002182328287766802	45	0.38015665148225125	0.23412994772218088	NA	TRUE	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Domibacillus
97323abe776c5cf710aff742c7462b17	0.002244294689062616	65	0.918291036100821	0.4549237170596394	NA	TRUE	k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Hypnocyclicus; s__uncultured bacterium
0758cc4a887c64284eef7f56964beaf7	0.002185380731282582	39	0.7127637131200563	0.8779472954230236	NA	TRUE	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter
dfc57b5c61bc02d64b808f3e0e0b7d66	0.002025722108352629	72	0.9660647329299156	0.15907393577296502	NA	TRUE	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Halomonadaceae; g__Halomonas
c9ceaf3ab638020c10eebc01d0c70838	0.0019264619349090542	57	0.7976659881531302	0.9538674917315694	NA	TRUE	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas
678a2c2a2e3db5cb453fcda6024a3bff	0.0018846382668661816	52	0.49880098666055916	0.6839112343966715	NA	TRUE	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Betaproteobacteriales; f__Burkholderiaceae; g__Pelomonas
affe2827cf7f60014f313bf9d07980b6	0.001966385916944795	61	0.8479642622096404	0.9646751306945481	NA	TRUE	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__uncultured
cbedbdca20c273e73dfc1330faea0f23	0.002190783748633531	84	0.48293303863596104	0.2541448842419717	NA	TRUE	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Propionibacteriaceae; g__Cutibacterium
c38e18aa17dcfba4a2112138f25eefdd	0.0026805962445182185	14	0.5955735988040523	0.6759708737864079	NA	TRUE	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Family XII; g__Exiguobacterium
08f9353db281a053af3acb42eabc7b64	0.002074553715118973	7	0.4480003116180504	0.5943241224794624	NA	TRUE	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Betaproteobacteriales; f__Burkholderiaceae; g__Massilia
1b6aeb25233c1cbbb4af3217af330725	0.0015937572231677283	61	0.9993987267532422	0.09599381201322946	NA	TRUE	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Nitrincolaceae; g__Nitrincola
aec7690797d5cb2ca69537035cdb7c3d	0.0016148296439643973	45	0.5497481345474287	0.6050090686013017	NA	TRUE	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Oligoflexales; f__0319-6G20; g__uncultured Roseobacter sp.; s__uncultured Roseobacter sp.
4f962277b8ae6bd9a707543fbe3c0766	0.002287026360400168	13	0.5069612281453587	0.6650485436893205	NA	TRUE	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Desemzia
0e6a3620ff06fa2e73e70089ca398e1c	0.001512308050806783	44	0.4929585262117231	0.2245652405846582	NA	TRUE	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Solibacillus
9676b750a5fd543ea0b932e0aa8e41c3	0.0016709415427761593	12	0.4768773503865303	0.6538834951456312	NA	TRUE	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas
e80c4070866db7af8b932f99682e3b1b	0.0015405182449843675	22	0.6002501119296786	0.3101781713432199	NA	TRUE	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus
71dd687823e61db318a5694c9bece95a	0.0014836805731098719	33	0.7403575690633781	0.45687613357516277	NA	TRUE	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Corynebacteriales; f__Dietziaceae; g__Dietzia
190b0cc94a6fbd4e641b90d147465962	0.0013890692289783245	63	0.9853719120184903	0.4306198655713218	NA	TRUE	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus
33e3c08c6a2d8b3b9d7f905087abc7bd	0.0016884106447266796	3	0.8718038348391469	0.5420356342686441	NA	TRUE	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Cytophagales; f__Spirosomaceae; g__Rhabdobacter; s__uncultured bacterium
191867784396f8527632902c639d47cf	0.0012762042205540362	33	0.5914639408161922	0.1305025072015363	NA	TRUE	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__uncultured
049d5e9ac21fe12bfeed9ab05065d70f	0.0020737739776333173	26	0.4976814588102899	0.7890776699029127	NA	TRUE	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter
8253dc5adc3bc248ec766a6da9f86ffd	0.001564313315808354	13	0.49433653537019157	0.6650485436893205	NA	TRUE	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Betaproteobacteriales; f__Burkholderiaceae; g__Massilia
68d1a5ed8a3f89cb528c8f00088e2c80	0.001542511904540981	6	0.6643013903419256	0.5816467513069454	NA	TRUE	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus
b6300e4d897965a2853875a8e8e0fba2	0.0013005851893980874	35	0.3871997386400305	0.4825429424943989	NA	TRUE	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter
c74c777759322ec984a0aeb0fe496f42	0.0016516797264579442	46	0.6070070537807802	0.24385202176464316	NA	TRUE	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Betaproteobacteriales; f__Burkholderiaceae; g__Delftia
c66314c88698926dde2cd91c8a9572d3	0.002065043775482295	6	0.5022497034678153	0.5816467513069454	NA	TRUE	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Flavobacteriales; f__Weeksellaceae; g__Chryseobacterium
e5cf88fb16e916f5a453400e814ba486	0.0010946599546472965	9	0.6152897509258453	0.6189053664781821	NA	TRUE	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Escherichia-Shigella
0e63563f78c2afb605ffbd831aacbbe1	0.0013569855573841029	3	0.9520479160928683	0.5420356342686441	NA	TRUE	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Acetobacterales; f__Acetobacteraceae; g__Rubritepida; s__uncultured bacterium
ee2c7cae9e5dccaab34e67635d02f590	0.001543705600907839	18	0.2887208706966184	0.2549663928304706	NA	TRUE	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Psychrobacter
6b52c1c6e989fe63d360df896f79e22a	0.001967027933255262	7	0.388942406088595	0.5943241224794624	NA	TRUE	k__Bacteria; p__Cyanobacteria; c__Oxyphotobacteria; o__Chloroplast
8c36bc7c8abdbaeec0e8c9f8dee81a20	0.0012433721905911362	6	0.6614052096202463	0.5816467513069454	NA	TRUE	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Betaproteobacteriales; f__Burkholderiaceae; g__Hydrogenophaga
c54416b54711694a1bbe5e414a703ead	0.001168443223428891	42	0.5060116309289249	0.5693801344286783	NA	TRUE	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Betaproteobacteriales; f__Burkholderiaceae; g__Achromobacter
7417aec9db98165564b1a7b835c19260	0.0011358588163788482	34	0.7765312582756653	0.4697535474234503	NA	TRUE	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Serratia
cebef9238f6b9503421c474d583469ae	0.001199267705717969	17	0.558850270263823	0.7073082257548278	NA	TRUE	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus
a8e4379ba1c383f729745d9cf1892dfa	0.0010506381358475602	60	0.9279464226138628	0.39499093139869845	NA	TRUE	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas; s__Porphyromonas pogonae
d81b35ad81543eb93e2709be71730b49	9.391124964970976e-4	33	0.7546717412102508	0.8409260642270351	NA	TRUE	k__Bacteria; p__Cyanobacteria; c__Oxyphotobacteria; o__Chloroplast
9d607552a3db550bc831be4cc9a84218	0.0010865215982004326	26	0.4961639492018814	0.7890776699029127	NA	TRUE	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__Methylobacterium
1e323283bf713890247aa3ccb9f85ac1	9.678270765187591e-4	49	0.9967951375907222	0.27393577296489924	NA	TRUE	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Nitrincolaceae; g__Nitrincola
2032085448e0917fa7fa9980f0fe73a2	8.893333399498265e-4	43	0.6822345339946116	0.5813693587965433	NA	TRUE	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Gammaproteobacteria Incertae Sedis; f__Unknown Family; g__Acidibacter
6c48ba572329acb005efb3d787c1c9c7	8.905086898493613e-4	43	0.5679026250498289	0.8991251466979623	NA	TRUE	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Gammaproteobacteria Incertae Sedis; f__Unknown Family; g__Acidibacter
eda61f4fa239a94185d8870e29558d0c	8.911245301094198e-4	42	0.32844746302317784	0.5693801344286783	NA	TRUE	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Serratia
1dac39b42d17a1ed676b8b41361458e6	9.189979817345458e-4	31	0.5589193267769648	0.43086791848927775	NA	TRUE	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Domibacillus
e2bfba3abe4982817421f31ab0283488	0.0011110434640053542	3	0.8818447755347221	0.5420356342686441	NA	TRUE	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Cnuella
5b0e3726b816b3250d903e1536b8ffa3	8.987377542730632e-4	43	0.9997185731133916	0.21516056758775204	NA	TRUE	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus
d5aa51bf8aed7b611467aee37d7dd11d	8.076940638700375e-4	21	0.7335610453592685	0.05414488424197163	NA	TRUE	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Betaproteobacteriales; f__Burkholderiaceae; g__Ralstonia
9b78971eda9dd28a2a7a86e631f82dd4	0.001298531367882302	5	0.5316887382539119	0.5687079910380882	NA	TRUE	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Planococcus
e51221a18043b8600a584dfe5f8de321	9.378689847466264e-4	12	0.7042044928296194	0.17084177957964375	NA	TRUE	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus
1c6b0d409435e2dd1165f02719240d29	8.030902233051558e-4	26	0.22075140532116572	0.7890776699029127	NA	TRUE	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Betaproteobacteriales; f__Burkholderiaceae; g__Pelomonas
9e69715826a51396699796625e51d9ac	0.0010722492335188607	32	0.5160089245171882	0.8341086098367653	NA	TRUE	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas
9a5f83a68b1cf72b04488b948e127f24	0.0017525258927522066	10	0.518641827709454	0.6308145737757389	NA	TRUE	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter
3b5cad4fbbcb8da113a718b98f9d10ac	7.021499950494443e-4	19	0.5910634320222523	0.7270351008215086	NA	TRUE	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter; s__Pedobacter sp. oral clone AV100
7a0e7e3c3a57de2e32985559df6d0ef6	7.356833044917839e-4	27	0.4202225624695503	0.08862690707350901	NA	TRUE	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Microbacterium
9bfe5bdbb659b75ff2ed836d6d9ccd2a	7.79775322762048e-4	57	0.997600955711683	0.7362423983783207	NA	TRUE	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus
660da753f7e1d26cd59291fdfa2005a3	7.36403868429871e-4	45	0.646651009579986	0.6050090686013017	NA	TRUE	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus
064ada6ec07ce99b7b53e6740ca140be	7.539158366711372e-4	62	0.9195854547505758	0.41863064120345683	NA	TRUE	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus varani
4fa6f7058a7a54428b7afe246e3b8256	6.29706929450986e-4	12	0.4218082689112984	0.01754507628294031	NA	TRUE	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Nesterenkonia
93d413e965590602b8e1dabac73624d6	0.0010272355049156172	14	0.5448587305995163	0.6759708737864079	NA	TRUE	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae
3b4c88402730317d4324eb2d2e48556e	0.001082681795100402	19	0.603499394969552	0.7270351008215086	NA	TRUE	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter
3a5ab302f6b01307cbb21f7365a3b542	8.083098101321283e-4	3	0.936952375528649	0.5420356342686441	NA	TRUE	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Alteromonadaceae; g__Alishewanella
342c8f5a61b7b597a26dbde1d87808e0	7.950518968250287e-4	4	0.6826566255750849	0.5555051744372133	NA	TRUE	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Alteromonadaceae; g__Alishewanella
33beb96041977c538cb1c6853aa831ab	7.893262203433372e-4	12	0.6449567717847857	0.6538834951456312	NA	TRUE	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides
1ab2e312802b7ff2b12115bdd8acac92	7.924734986880141e-4	4	0.7045161882878654	0.5555051744372133	NA	TRUE	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Porphyrobacter
0bae70da5d30e795675d669321927161	7.766545119610068e-4	6	0.29409462533559533	0.5816467513069454	NA	TRUE	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Betaproteobacteriales; f__Burkholderiaceae; g__Massilia
0fe6db4e2757fef3335b1c59fb24d55c	7.721823325673449e-4	5	0.664407901302247	0.5687079910380882	NA	TRUE	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Phenylobacterium; s__uncultured Caulobacteraceae bacterium
e5e11720c883099bd8318d92857c921f	5.912488947289387e-4	6	0.5779605350273668	0.5816467513069454	NA	TRUE	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter
dd629c8e30e6f909801ef0c519c695a9	6.767544431827301e-4	21	0.7626551252724941	0.7458551157580284	NA	TRUE	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Paracoccus
